level,gas,state_name,type,energy_eV,n_collisions
121,"N2"," ROTATION 18-20                   ELOSS=   0.0192 ","inelastic",0.019241,0
122,"N2"," ROTATION 19-21                   ELOSS=   0.0202 ","inelastic",0.0202278,0
123,"N2"," ROTATION 20-22                   ELOSS=   0.0212 ","inelastic",0.0212145,0
124,"N2"," ROTATION 21-23                   ELOSS=   0.0222 ","inelastic",0.0222012,0
125,"N2"," ROTATION 22-24                   ELOSS=   0.0232 ","inelastic",0.0231879,0
126,"N2"," ROTATION 23-25                   ELOSS=   0.0242 ","inelastic",0.0241746,0
127,"N2"," ROTATION 24-26                   ELOSS=   0.0252 ","inelastic",0.0251614,0
128,"N2"," ROTATION 25-27                   ELOSS=   0.0261 ","inelastic",0.0261481,0
129,"N2"," ROTATION 26-28                   ELOSS=   0.0271 ","inelastic",0.0271348,0
130,"N2"," ROTATION 27-29                   ELOSS=   0.0281 ","inelastic",0.0281215,0
131,"N2"," ROTATION 28-30                   ELOSS=   0.0291 ","inelastic",0.0291082,0
132,"N2"," ROTATION 29-31                   ELOSS=   0.0301 ","inelastic",0.030095,0
133,"N2"," ROTATION 30-32                   ELOSS=   0.0311 ","inelastic",0.0310817,0
134,"N2"," ROTATION 31-33                   ELOSS=   0.0321 ","inelastic",0.0320684,0
135,"N2"," ROTATION 32-34                   ELOSS=   0.0331 ","inelastic",0.0330551,0
136,"N2"," ROTATION 33-35                   ELOSS=   0.0340 ","inelastic",0.0340418,0
137,"N2"," ROTATION 34-36                   ELOSS=   0.0350 ","inelastic",0.0350286,0
138,"N2"," ROTATION 35-37                   ELOSS=   0.0360 ","inelastic",0.0360153,0
139,"N2"," ROTATION 36-38                   ELOSS=   0.0370 ","inelastic",0.037002,0
140,"N2"," ROTATION 37-39                   ELOSS=   0.0380 ","inelastic",0.0379887,0
141,"N2"," VIBRATION     V1                 ELOSS=  -0.2889 ","superelastic",-0.2889,0
142,"N2"," VIBRATION     V1                 ELOSS=   0.2889 ","inelastic",0.2889,0
143,"N2"," VIBRATION    2V1                 ELOSS=   0.5742 ","inelastic",0.5742,0
144,"N2"," VIBRATION    3V1                 ELOSS=   0.8559 ","inelastic",0.8559,0
145,"N2"," VIBRATION    4V1                 ELOSS=   1.1342 ","inelastic",1.1342,0
146,"N2"," VIBRATION    5V1                 ELOSS=   1.4088 ","inelastic",1.4088,0
147,"N2"," VIBRATION    6V1                 ELOSS=   1.6801 ","inelastic",1.6801,0
148,"N2"," VIBRATION    7V1                 ELOSS=   1.9475 ","inelastic",1.9475,0
149,"N2"," VIBRATION    8V1                 ELOSS=   2.2115 ","inelastic",2.2115,0
150,"N2"," VIBRATION    9V1                 ELOSS=   2.4718 ","inelastic",2.4718,0
151,"N2"," VIBRATION   10V1                 ELOSS=   2.7284 ","inelastic",2.7284,0
152,"N2"," VIBRATION   11V1                 ELOSS=   2.9815 ","inelastic",2.9815,0
153,"N2"," VIBRATION   12V1                 ELOSS=   3.2310 ","inelastic",3.231,0
154,"N2"," VIBRATION   13V1                 ELOSS=   3.4769 ","inelastic",3.4769,0
155,"N2"," VIBRATION   14V1                 ELOSS=   3.7191 ","inelastic",3.7191,0
156,"N2"," VIBRATION   15V1                 ELOSS=   3.9576 ","inelastic",3.9576,0
157,"N2"," A3SIG     V=0-4                  ELOSS=   6.725  ","excitation",6.725,0
158,"N2"," A3SIG     V=5-9                  ELOSS=   7.360  ","excitation",7.36,0
159,"N2"," B 3PI     V=0-3                  ELOSS=   7.744  ","excitation",7.744,0
160,"N2"," W3DEL     V=0-5                  ELOSS=   8.050  ","excitation",8.05,0
161,"N2"," A3SIG     V=10-21                ELOSS=   8.217  ","excitation",8.217,0
162,"N2"," B 3PI     V=4-16                 ELOSS=   8.451  ","excitation",8.451,0
163,"N2"," W3DEL     V=6-10                 ELOSS=   8.729  ","excitation",8.729,0
164,"N2"," A 1PI     V=0-3                  ELOSS=   8.950  ","excitation",8.95,0
165,"N2"," B!3SIG    V=0-6                  ELOSS=   8.974  ","excitation",8.974,0
166,"N2"," A!1SIG    V=0-6                  ELOSS=   9.191  ","excitation",9.191,0
167,"N2"," W3DEL     V=11-19                ELOSS=   9.562  ","excitation",9.562,0
168,"N2"," W 1DEL    V=0-5                  ELOSS=   9.590  ","excitation",9.59,0
169,"N2"," A 1PI     V=4-15                 ELOSS=   9.665  ","excitation",9.665,0
170,"N2"," B!3SIG    V=7-18                 ELOSS=   9.933  ","excitation",9.933,0
171,"N2"," A!1SIG    V=7-19                 ELOSS=  10.174  ","excitation",10.174,0
172,"N2"," W 1DEL    V=6-18                 ELOSS=  10.536  ","excitation",10.536,0
173,"N2"," C 3PI     V=0-4                  ELOSS=  11.188  ","excitation",11.188,0
174,"N2"," E 3SIG                           ELOSS=  11.875  ","excitation",11.875,0
175,"N2"," A!!1SIG   V=0-1                  ELOSS=  12.289  ","excitation",12.289,0
176,"N2"," B 1PI     V=0-6     F=0.1855     ELOSS=  12.781  ","excitation",12.781,0
177,"N2"," C!1SIG    V=0-3     F=0.1500     ELOSS=  13.000  ","excitation",13,0
178,"N2"," G 3PI     V=0-3                  ELOSS=  13.001  ","excitation",13.001,0
179,"N2"," C3 1PI    V=0-3     F=0.1500     ELOSS=  13.076  ","excitation",13.076,0
180,"N2"," F 3PI     V=0-3                  ELOSS=  13.174  ","excitation",13.174,0
181,"N2"," B 1PI     V=7-14    F=0.0663     ELOSS=  13.338  ","excitation",13.338,0
182,"N2"," B!1SIG    V=0-10    F=0.0601     ELOSS=  13.385  ","excitation",13.385,0
183,"N2"," O3 1PI    V=0-3     F=0.0828     ELOSS=  13.628  ","excitation",13.628,0
184,"N2"," C!1SIG    V=4-6     F=0.1390     ELOSS=  14.090  ","excitation",14.09,0
185,"N2"," B!1SIG    V=11-24   F=0.2650     ELOSS=  14.232  ","excitation",14.232,0
186,"N2"," E!1SIG              F=0.0108     ELOSS=  14.36   ","excitation",14.36,0
187,"N2"," E 1PI               F=0.0237     ELOSS=  14.45   ","excitation",14.45,0
188,"N2"," SINGLET LEVEL       F=0.0117     ELOSS=  14.839  ","excitation",14.839,0
189,"N2"," SUM HIGH SINGLETS   F=0.1152     ELOSS=  15.2    ","excitation",15.2,0
190,"N2"," NEUTRAL DISS ABOVE IONIS. ENERGY ELOSS=  15.6    ","excitation",15.6,0
191,"N2"," NEUTRAL DISS ABOVE IONIS. ENERGY ELOSS=  16.6    ","excitation",16.6,0
